STALE	22a0c140cef2	abb56744db26	0.76	280	structural	The last construction has none. | The last group has none.
STALE	2742335b7b65	bcc99703f838	0.89	1644	partial	Hull's proof treats $m=1$ by passing to $G/\normal{r}_G$ for one element $r$ and the general case by induction on $m$~\cite[proof of Theorem~7.1]{Hull}, so $\ker\varphi$ is the normal closure of $m$ elements and $Q$ is f | Hull's proof treats $m=1$ by passing to $G/\normal{r}_G$ for one element $r$ and the general case by induction on $m$, using his clause~(d), that $\varphi(N)$ is again suitable~\cite[proof of Theorem~7.1]{Hull}, so $\ker
STALE	30125ec98db7	664f4f34b841	0.81	234	formalized	Then $H\cong\EL_4(R)$, and $H$ is finitely generated, nontrivial, simple, has property~\textup{(T)}, and every homomorphism from $H$ to an MF group is trivial. So $H$ is not MF, and $C^*_{\mathrm r}(H)$ is separable and  | Every homomorphism from $H$ to an MF group is trivial. So $H$ is not MF, and $C^*_{\mathrm r}(H)$ is separable and stably finite but not MF, while $C^*_{\max}(H)$ is not finite: it contains a proper isometry.
STALE	4c2aacdde5bf	eefa8a852d05	0.87	1239	structural	For the converse we use Theorem~\ref{thm:full-defect-ring} in the following form. | We use Theorem~\ref{thm:full-defect-ring} in the following form.
STALE	5220a08c2507	0a882030dcd9	0.99	1629	structural	We use the following consequence of Hull's small cancellation theorem~\cite[Theorem~7.1(a), (b), and (e)]{Hull}. | We use the following consequence of Hull's small cancellation theorem~\cite[Theorem~7.1(a), (c), and (e)]{Hull}.
STALE	72af66964b20	a494a9e94d28	0.89	324	attribution	We recommend Eckhardt's writeup~\cite{Eckhardt}: a short, elementary proof that certain generalized wreath products are not MF\@. | Eckhardt's note~\cite{Eckhardt} gives a short, elementary proof that certain generalized wreath products are not MF\@.
STALE	8e6f029a8fbc	a16637da7249	0.92	66	formalized	We also construct a sofic group that is not MF, whose canonical trace on the maximal group $C^*$-algebra is amenable but not quasidiagonal, and a torsion-free group with no nontrivial homomorphism to an MF group. | We also construct a sofic group that is not MF, whose canonical trace on the maximal group $C^*$-algebra is amenable but not quasidiagonal, and a finitely presented torsion-free group with property~\textup{(T)} and no no
STALE	9930780730b1	8b1ec28a0e73	0.60	1719	partial	The algebra $C^*_{\mathrm r}(Q)$ is separable, unital, generated by two unitaries, simple, has a unique tracial state, has stable rank one, is stably finite, and is not MF\@. | It has a unique tracial state and stable rank one, and it is stably finite but not MF\@.
STALE	995146227d08	828a8cc4992b	0.93	830	formalized	Put $f=1-vw$, an idempotent with $fv=0=wf$, and | Put $f=1-vw$, an idempotent with $fv=0=wf$.
STALE	d281c2f5ee4e	61827aea7807	0.76	187	formalized	Second, for a normal property-\textup{(T)} subgroup $K\le\mathfrak D_G(L)$, a corona homomorphism nontrivial on $K$ compresses to a corner, renormalized by its own rank, on which the Kazhdan projection of $K$ vanishes wh | Its limiting trace is then the trivial character of $K$, which takes the value $1$ on that projection (Theorem~\ref{thm:normal-kazhdan}).\footnote{A Hilbert--Schmidt bound on the multiplicative defect does not give an op
STALE	f077e2b56a7b	523f02126056	0.80	324	formalized	Here the rigidity comes from the Kazhdan projection of $L$ in a norm matrix corona, which commutes with the compressor because the corona is stably finite, and the contradiction is a commutator $[ucu^{-1},\ell]\ne1$ that | Here the rigidity comes from the Kazhdan projection of $L$ in a norm matrix corona, which commutes with the compressor because the corona is stably finite, and the obstruction is a commutator $[ucu^{-1},\ell]\ne1$ that e
STALE	f7308dd7af88	29d7a8ccf93a	0.90	207	formalized	This happens once, in the universal unital associative ring $\mathcal C=\mathbb Z\langle s_0,s_1,t_0,t_1\rangle/ (t_is_j-\delta_{ij}:i,j\in\{0,1\})$, and $\EL_4(\mathcal C)$ then maps to every $\EL_n(R)$ below with norma | It suffices to do this once, in the universal unital associative ring $\mathcal C=\mathbb Z\langle s_0,s_1,t_0,t_1\rangle/ (t_is_j-\delta_{ij}:i,j\in\{0,1\})$, since $\EL_4(\mathcal C)$ maps to every $\EL_n(R)$ below wit
STALE	fd023c25704f	4daee6130a7d	0.79	1327	definition	A tracial state $\tau$ on $A$ is \emph{amenable} if there are u.c.p. | A tracial state $\tau$ on $A$ is \emph{amenable} if there are unital completely positive (u.c.p.
STALE	fd0d980f0cdb	113e60b5f202	0.89	66	formalized	The obstruction is a property-\textup{(T)} subgroup conjugated into a proper subgroup of itself, together with a normal property-\textup{(T)} subgroup of the resulting commutator defect. | The obstruction is a property-\textup{(T)} subgroup conjugated into a proper subgroup of itself, together with a property-\textup{(T)} subgroup of the resulting commutator defect that is normal in the whole group.
ROW	s-sec3a.tsv	LINE:802	NONE	old:802	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_twoCopiesOrthogonality	proof sentence: et^i s^j e = delta_ij e; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:804	NONE	old:804	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_twoCopiesFourEquations	proof sentence: w0v0=1, w1v1=1, w0v1=0, w1v0=0; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:806	NONE	old:806	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_twoCopiesConverse	proof sentence: converse w1(1-v0w0)v1=1; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:809	NONE	old:809	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.RankDescentPrinted.manuscriptRankTwoNormalGeneration	lem:rank-two statement; already landed pre-session
ROW	s-sec3a.tsv	LINE:820	dbdec0d73e03,053b6de1fe6b,717152bfc217,995146227d08(stale)	old:820	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoGeneratorValueAndClosure	proof sentence: D=diag(1+vb,1), D in N; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:824	NONE	old:824	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoUpperRootInClosure	proof sentence: [D,e12(ar)]=e12(vr), e12(vR)<=N; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:826	NONE	old:826	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoInvolutionSetup	proof sentence: f=1-vw idempotent, z=vf+fw+1-f-vfw; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:828	NONE	old:828	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoInvolutionSquareAndFix	proof sentence: z=x+y+c decomposition, z^2=1, zf=vf; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:834	NONE	old:834	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoInvolutionDiag	proof sentence: diag(z,z^-1) factorization, h=diag(z,z); written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:836	NONE	old:836	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoConjugateInClosure	proof sentence: h e12(fr) h^-1 = e12(v.frz) in N; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:838	db1722e32d5d,05233e222ae6	old:838	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_rankTwoUpperRootInClosure	proof sentence: e12(r)=e12(vwr)e12(fr) in N; glue step not separately named, discharged inline in RankDescent.normalClosure_gen_eq_top (landed pre-session)
ROW	s-sec3a.tsv	LINE:840	NONE	old:840	partial	 	proof sentence: conjugating by Weyl element gives e21(R)<=N; uses ElementaryWeyl.weyl, discharged inline in RankDescent.normalClosure_gen_eq_top (landed pre-ses
ROW	s-sec3a.tsv	LINE:844	NONE	old:844	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.RankFourCompressionCellPrinted.manuscriptRankFourCompressionCell	lem:ring-compression-cell statement, including previously-unbadged off-diagonal clause (new closed theorem). LANDED b46935710e411e203ea63d1735330444549dd8dd
ROW	s-sec3a.tsv	LINE:859	NONE	old:859	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellIdempotent	proof sentence: e^2=e, es=te=0; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:860	NONE	old:860	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellPieceDef	proof sentence: u_i definition; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:864	NONE	old:864	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellPieceBlock	proof sentence: block on (i,4) is (s e; 0 t); written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:866	NONE	old:866	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellMatrixAndInvertible	proof sentence: u=u3u2u1 matrix, invertible; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:874	NONE	old:874	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellIntertwine	proof sentence eq:intertwine: u e_ij(a) = e_ij(sat) u; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:878	NONE	old:878	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellCoreAndOffDiag	proof sentences: entry computation, uLu^-1<=L, off-diagonal form (cites RankFourCompressionCellPrinted.compressor_conj_core_offDiag_sandwich, landed); this carr
ROW	s-sec3a.tsv	LINE:883	NONE	old:883	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellCentralMark	proof sentence: c=[e41(e),e14(t)]=diag(1,1,1,1+et); written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:887	NONE	old:887	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellCentralMarkCentral	proof sentence: c in C_G(L); written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:889	NONE	old:889	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellConjCentralMark	proof sentence: uc=e12(e)u, ucu^-1=e12(e); written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:895	NONE	old:895	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellDefect	proof sentence: Steinberg relation gives [ucu^-1,e23(1)]=e13(e); written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:906	NONE	old:906	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptFullComplementaryIdempotentsRankTwoAllCharacteristics GroupApproximation.Manuscript.OneSidedMFRadical.UniversalGroupSigma.manuscriptFullComplementaryIdempotentsUniversal	thm:full-defect-ring statement; already landed pre-session
ROW	s-sec3a.tsv	LINE:923	NONE	old:923	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_ringData GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_imageOfBNormallyGeneratesELn	thm:full-defect-ring proof, sentence by sentence: already fully carried in FullDefectRingSentences.lean, landed pre-session at 5af6c1047 ("Fix non-MF manuscript
ROW	s-sec3a.tsv	LINE:1004	NONE	old:1004	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptSimpleInfiniteRingRankTwoAllCharacteristics GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptLeavittAlgebraFullDefectRankTwoAllCharacteristics	cor:simple-infinite-ring statement; already landed pre-session
ROW	s-sec3a.tsv	LINE:1014	NONE	old:1014	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_simpleRingChooseAndFull	proof sentence: simple case, choose ts=1!=st, 1-st full; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:1016	4515e83a1b91	old:1016	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_leavittChooseAndFull	proof sentence: Leavitt case, s=s1,t=t1, t2(1-s1t1)s2=1; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:1023	NONE	old:1023	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_simpleInfiniteRingCorollaryStatement	proof sentence: thm:full-defect-ring applies in both cases, via already-closed AllCharacteristics wrappers; this carrier itself written, unlanded, pending probe
ROW	s-sec3a.tsv	LINE:1026	NONE	old:1026	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptOneSidedRingMaximalIsometryRankTwoAllCharacteristics GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptOneSidedRingMaximalReducedCStarRankTwoAllCharacteristics	cor:one-sided-ring-maximal statement; already landed pre-session
ROW	s-sec3a.tsv	LINE:1038	NONE	old:1038	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalChooseSubring	proof sentence: choose s,t, S=subring they generate; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:1039	NONE	old:1039	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalStrictCompression	proof sentence: compression strict (e!=0 half); property-(T) half is HeadlineCitationSentences.manuscriptSentence_pairSubringElementaryPropertyT (landed, cited 
ROW	s-sec3a.tsv	LINE:1043	NONE	old:1043	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalProperIsometry	proof sentence: prop:max-infinite gives proper isometry; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:1045	NONE	old:1045	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalReducedCStar	proof sentence: G countable nontrivial not MF, C*_r(G) separable stably finite not MF, via already-closed AllCharacteristics wrapper; this carrier itself writte
