# GENERATED by scripts/sentence_census.py -- do not edit.
# Edit metadata/NON_MF_SENTENCE_MAP.tsv and regenerate.
# Manuscript SHA-256: 3635091793cb04f0660c9c152ccdcb7ba58792167f68399848730c46814a8f93
key	line	section	env	label	status	decls	sentence
8d0b87a46a51	99	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptArbitraryPositiveDimensionGroupMFDefinition GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptIntroductionMFDefinition GroupApproximation.Manuscript.OneSidedMFRadical.PrintedMFDefinitionLiteral GroupApproximation.isCDEOperatorMF_iff_isOperatorMF GroupApproximation.IsCDEOperatorMF GroupApproximation.Manuscript.NonMFSentences.IntroMFDefinitionCoronaBridge.manuscriptSentence_mfDefinitionCoronaForm GroupApproximation.Manuscript.NonMFSentences.IntroMFDefinitionCoronaBridge.PrintedMFDefinitionCoronaForm	Equivalently, $G$ embeds in the unitary group of the norm matrix corona
be1769283b2f	112	Introduction			definition	GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.normNullSequences GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedBoundedProductsNullIdeal GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.manuscriptSentence_boundedProductsNullIdeal	Here and below, products of $C^*$-algebras mean bounded products, and $\bigoplus$ denotes the ideal of norm-null sequences.
d31180a98ce2	112	Introduction			definition	GroupApproximation.Manuscript.OneSidedMFRadical.CoronaHomomorphism	We call a homomorphism $G\to\U(\mathcal Q_{\mathbf d})$ a \emph{corona homomorphism}.
ad33e493e32f	112	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptIntroductionSeparableCStarAlgebraIsMFDef GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptArbitraryPositiveDimensionAlgebraMFDefinition	A separable $C^*$-algebra is MF if it embeds in a norm matrix corona~\cite{BK}.
3f00927a7193	112	Introduction			structural		Write
10e027681ba5	122	Introduction			definition	GroupApproximation.Manuscript.NonMFSentences.manuscriptSentence_mfRadicalFormula	for the \emph{MF radical} of $G$.
f2a05ccf5990	122	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.manuscriptSentence_mfRadicalQuotientIsMFAndLargest	For countable $G$ the quotient $G/\operatorname{Rad}_{\mathrm{MF}}(G)$ is the largest MF quotient of $G$ (Section~\ref{sec:compression-radical}).
5c93c70edc4c	126	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNotEveryCountableGroupIsMF	Some groups admit no such approximation.
5a7e84235409	126	Introduction			structural		We construct groups for which every homomorphism to an MF group is trivial, as well as a sofic group with a nontrivial element killed by every MF homomorphism.
0f8b4d96c68f	130	Introduction			structural		Our first counterexample is the group
651e122a919e	134	Introduction			definition	GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedGamma GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedV GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedX GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedW GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedCliffordWitnessGroup GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.manuscriptSentence_cliffordWitnessGroup	where $V$ is the ascending HNN extension of $\mathbb Z^3\rtimes\mathrm{SL}_3(\mathbb Z)$ along $(v,A)\mapsto(2v,A)$, the set $X$ is the coset space of $\mathbb Z^3\rtimes\mathrm{SL}_3(\mathbb Z)$ in $V$, and $\operatorname{Cl}(X)$ is generated by involutions $c_x$, $x\in X$, and a central involution $\varepsilon$, with $[c_x,c_y]=\varepsilon$ for $x\ne y$.
9930600167a4	134	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.IntroWitnessSignSentence.PrintedWitnessMFHomKillsSign GroupApproximation.Manuscript.NonMFSentences.IntroWitnessSignSentence.manuscriptSentence_witnessMFHomKillsSign GroupApproximation.Manuscript.NonMFSentences.IntroWitnessSignSentence.gammaEquiv GroupApproximation.Manuscript.NonMFSentences.IntroWitnessSignSentence.gamma_hasKazhdanPropertyT GroupApproximation.CliffordWitnessDirectDefect.manuscriptMapSignEqOneOfIsOperatorMFTarget	Every homomorphism from $W$ to an MF group kills $\varepsilon$ (Section~\ref{sec:amenable-nonqd}).\footnote{The Lean proof was registered at Palomar on August~24, 2026: \url{https://palomar-registry.org/entry?id=PALOMAR-2026-08-24-000006&version=1}.
23e47f0da468	134	Introduction			structural		This paper focuses on a different counterexample,
8766dc520cfb	148	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.IntroUnitGroupSentences.manuscriptSentence_introUnitGroup GroupApproximation.UniversalLeavitt.manuscriptSentence_glElUnitsAllRanks GroupApproximation.UniversalLeavitt.manuscriptSentence_rightModuleSelfSimilarity	the unit group of the binary Leavitt algebra, because $H$ is simple and every homomorphism from $H$ to an MF group is trivial. The right module $R_R$ over $R=L_{\F_2}(1,2)$ satisfies $R_R\cong R_R\oplus R_R$, and $H$ is its automorphism group; Khanh--Thanh show that $H\cong\GL_n(R)=\EL_n(R)$ for every $n\ge2$~\cite[Proposition~4.2 and Corollary~4.4]{KhanhThanh}.
374637bc6ac7	148	Introduction			attribution		OpenAI used this group to construct the first nonsofic group~\cite[Chapter~3]{OAI}.
ec81a8c16b64	156	Introduction			definition	GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.PrintedCommutatorConvention GroupApproximation.Manuscript.NonMFSentences.IntroConventionSentences.manuscriptSentence_commutatorConvention	We use the group commutator convention $[g,h]=ghg^{-1}h^{-1}$.
f355d5f61dd8	156	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptOneSidedCompressionCriterion	The groups here fail to be MF because they contain a property-\textup{(T)} subgroup that is conjugated into a proper subgroup of itself, together with an element that commutes with the subgroup while its conjugate does not.
effc40395f2b	156	Introduction			definition	GroupApproximation.compressionSet GroupApproximation.mem_compressionSet_iff	Call $u\in G$ a \emph{compressor} of $L\le G$ when $uLu^{-1}\le L$.
b671ae1aab2b	156	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.IntroCompressorCentralizerSentence.manuscriptSentence_compressorCentralizer GroupApproximation.Manuscript.NonMFSentences.IntroCompressorCentralizerSentence.PrintedCompressorCentralizerSentence GroupApproximation.Manuscript.NonMFSentences.IntroCompressorCentralizerSentence.centralizerConjugateCommutes GroupApproximation.Manuscript.NonMFSentences.IntroCompressorCentralizerSentence.conjugateNeedNotCommute GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.c_commutes_corner GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.tau_compresses_corner GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.tau_c_commutator_ell	An element $c$ of the centralizer $C_G(L)$ commutes with $L$, so $ucu^{-1}$ commutes with $uLu^{-1}$ but need not commute with the rest of $L$.
56d73653208a	156	Introduction			definition	GroupApproximation.Manuscript.OneSidedMFRadical.printedDefect GroupApproximation.Manuscript.OneSidedMFRadical.printedDefectSet GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence40_printedDefect_display	The normal subgroup of $G$ generated by the commutators of all such elements $ucu^{-1}$ with elements of $L$ is
50a97a1f5896	173	Introduction			structural		For every homomorphism $f\colon G\to G'$,
51077cfd1fa7	177	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptPrintedDefectFunctorial	since compressors, centralizing elements, and commutators of $L$ map to compressors, centralizing elements, and commutators of $f(L)$, and conjugates map to conjugates.
270c3118af88	182	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptOneSidedCompressionCriterion GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.PrintedIntroCriterionKillsMFImages GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.manuscriptSentence_introCriterionKillsMFImages	The criterion behind every example is Theorem~\ref{thm:compression-criterion}: for a property-\textup{(T)} subgroup $L\le G$, every normal property-\textup{(T)} subgroup of $G$ inside $\mathfrak D_G(L)$ dies in every MF image.
0b6c334de950	187	Introduction			structural		The proof has two steps.
a700a5798fd5	187	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_adIsAsymptoticallyMultiplicativeUnitaryFamily GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_adIsTwoLipschitz GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_adClassesFormCoronaHomomorphism GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_compressorClassAndKazhdanProjectionImage GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptMaximalCStarKazhdanProjectionOrder GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptNormMatrixCoronaStableFinite GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence_defectAsymptoticallyTrivialInHS GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptPrintedDefectShadowInclusion GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptOneSidedKazhdanTransportCommutantEquality GroupApproximation.Manuscript.OneSidedMFRadical.boundedHSCommutant GroupApproximation.compressionSet GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence_compressorSatisfiesProjectionOrder GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence_stableFinitenessGivesProjectionEquality GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence_coronaKazhdanComplementIsInvariantCorner GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence_commutatorHilbertSchmidtVanishing	First, the conjugation maps $\operatorname{Ad}(V_n(g))$ of an operator norm asymptotic representation form a homomorphism into a norm matrix corona, in which the Kazhdan projection $P$ of $L$ and the class $U$ of $(\operatorname{Ad}(V_n(u)))$ satisfy $U^*PU\le P$; stable finiteness of the corona forces equality, so conjugation by $u$ preserves the Hilbert--Schmidt asymptotic commutant of $L$, and every element of $\mathfrak D_G(L)$ tends to $1$ in normalized Hilbert--Schmidt norm (Corollary~\ref{cor:defect-hs}).
2189c5b26e10	187	Introduction			structural		Second, let $K\le\mathfrak D_G(L)$ be a normal property-\textup{(T)} subgroup and let a corona homomorphism be nontrivial on $K$.
e63d12558c72	187	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_nontrivialCoronaHomCompressesToKillingCorner GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_propertyTUpgradesHSTrivialityToOperatorNorm GroupApproximation.Manuscript.OneSidedMFRadical.CentralCoronaCornerPrintedRoute.manuscriptPrintedCentralCoronaCorner	It compresses to a corner on which the Kazhdan projection of $K$ vanishes, and the corner, renormalized by its own rank, carries an operator norm asymptotic representation to which the first step applies.
61827aea7807	187	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.manuscriptSentence_limitingTraceIsTrivialCharacter GroupApproximation.Manuscript.NonMFSentences.manuscriptSentence_compressionOutlineFootnote GroupApproximation.Manuscript.NonMFSentences.manuscriptNormalKazhdanRadical_ultrafilterRoute	Its limiting trace is then the trivial character of $K$, which takes the value $1$ on that projection (Theorem~\ref{thm:normal-kazhdan}).\footnote{A Hilbert--Schmidt bound on the multiplicative defect does not give an operator norm bound on the conjugation maps, so this argument does not apply to sofic or hyperlinear approximations; the sofic group of Section~\ref{sec:amenable-nonqd} shows that its conclusion fails there.}
9bab404c96c5	207	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.PrintedAscendingHNNStableLetterCompressor GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.manuscriptSentence_ascendingHNNStableLetterCompressor GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.ascendingIso GroupApproximation.compressionSet	The stable letter of an ascending HNN extension of a property-\textup{(T)} group along a proper self-embedding is a compressor.
91310d39561c	207	Introduction			definition	GroupApproximation.elementaryUnit GroupApproximation.elementaryGroup GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence54_elementaryRoot_and_elementaryGroup	For a unital ring $R$, write $e_{ij}(a)=1+aE_{ij}$ and let $\EL_n(R)$ be the subgroup of $\GL_n(R)$ generated by the elements $e_{ij}(a)$, $i\ne j$.
6b5d4b5c3081	207	Introduction			formalized	GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.PrintedIntroPairGivesCompressor GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.manuscriptSentence_introPairGivesCompressor GroupApproximation.OneSidedCompressor.compressor GroupApproximation.OneSidedCompressor.centralMark GroupApproximation.OneSidedCompressor.printedEll	A pair $s,t\in R$ with $ts=1$ gives a compressor in the same way: an explicit element $u\in\EL_4(R)$ conjugates $\EL_3(R)$ into itself by $e_{ij}(a)\mapsto e_{ij}(sat)$, and if $1-st$ generates $R$ as a two-sided ideal, then one commutator $[ucu^{-1},\ell]$ normally generates all of $\EL_4(R)$.
29d7a8ccf93a	207	Introduction			formalized	GroupApproximation.UniversalPair.UniversalPairRing GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.PrintedIntroUniversalGroupMapsEveryEL GroupApproximation.Manuscript.NonMFSentences.IntroCompressorSentences.manuscriptSentence_introUniversalGroupMapsEveryEL	It suffices to do this once, in the universal unital associative ring $\mathcal C=\mathbb Z\langle s_0,s_1,t_0,t_1\rangle/ (t_is_j-\delta_{ij}:i,j\in\{0,1\})$, since $\EL_4(\mathcal C)$ maps to every $\EL_n(R)$ below with normally generating image.
0317786bea4d	221	Introduction			formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptFullComplementaryIdempotentsRankTwoAllCharacteristics	Theorem~\ref{thm:full-defect-ring} carries this to every countable unital ring with such a pair $s,t$ and to every $n\ge2$: every homomorphism from $\EL_n(R)$ to an MF group is trivial.
4bf35a8f555d	225	Introduction			definition	GroupApproximation.BinaryLeavitt.Relation GroupApproximation.BinaryLeavitt.BinaryLeavittAlgebra GroupApproximation.BinaryLeavitt.family GroupApproximation.BinaryLeavitt.lift GroupApproximation.UniversalLeavitt.BinaryLeavittAlgebra	Let $L_{\F_2}(1,2)$ denote the binary Leavitt algebra~\cite{Leavitt}, the unital $\F_2$-algebra generated by $s_0,s_1,t_0,t_1$ subject to
fa08e9082236	234	Introduction	mainthm	thm:headline	definition	GroupApproximation.Manuscript.OneSidedMFRadical.UnitGroupHeadline.manuscriptUnitGroupHeadline	Let $R=L_{\F_2}(1,2)$ and let $H=R^\times$ be its unit group.
63c2a4ca81c4	234	Introduction	mainthm	thm:headline	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.UnitGroupHeadline.manuscriptUnitGroupHeadline	Then $H\cong\EL_4(R)$, and $H$ is nontrivial, finitely generated, and simple, and has property~\textup{(T)}.
664f4f34b841	234	Introduction	mainthm	thm:headline	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.UnitGroupHeadline.manuscriptUnitGroupHeadline GroupApproximation.Manuscript.NonMFSentences.HeadlineMaximalProperIsometry.manuscriptSentence_headlineMaximalProperIsometry	Every homomorphism from $H$ to an MF group is trivial. So $H$ is not MF, and $C^*_{\mathrm r}(H)$ is separable and stably finite but not MF, while $C^*_{\max}(H)$ is not finite: it contains a proper isometry.
0e0ede2715c4	243	Introduction		thm:headline	formalized	GroupApproximation.MFQuotientUnitsKOne.manuscriptMFQuotientUnitsKOneAtBaseRing GroupApproximation.MFQuotientUnitsKOne.manuscriptMFQuotientUnitsKOne	For a countable purely infinite simple ring $R$ and $n\ge1$, Theorem~\ref{thm:mf-quotient-units} identifies $\Rad_{\mathrm{MF}}(\GL_n(R))$ with the commutator subgroup, and the largest MF quotient of $\GL_n(R)$ with $K_1(R)$.
2d6ab84875e0	243	Introduction		thm:headline	formalized	GroupApproximation.LeavittKOneFormulaSentences.manuscriptLeavittMFQuotientFull GroupApproximation.LeavittKOneFormulaSentences.manuscriptSentence_unitGroupQuotient	For the unit group of $L_k(1,d)$ the quotient is $k^\times/(k^\times)^{d-1}$.
7cb6740cda5d	249	Introduction		thm:headline	structural		The obstruction also computes entire MF radicals in a different family.
307b3272f639	249	Introduction		thm:headline	definition	GroupApproximation.ClopenCrossedProduct	For a homeomorphism $T$ of a compact metrizable zero-dimensional space $X$, let $R_X$ be the algebraic crossed product of the locally constant functions over a finite field by $T$.
c890294ad9b0	249	Introduction		thm:headline	formalized	GroupApproximation.ChainCore.ChainCoreClosures.printedCoreRingReflection_closed GroupApproximation.ChainCore.coreModelsLEFStatement GroupApproximation.ChainCore.ChainCoreClosures.printedIntroDirectlyFiniteIffGLThreeMF_closed GroupApproximation.Manuscript.ChainCore.BilateralThree.printedIntroDirectlyFiniteIffGLThreeMF_of_coreModels	Section~\ref{sec:chain-core} identifies restriction to the chain-recurrent set as the universal directly finite ring quotient, and proves that $R_X$ is directly finite exactly when $\GL_3(R_X)$ is MF\@.
518c40eb5865	249	Introduction		thm:headline	formalized	GroupApproximation.ChainCore.ChainCoreClosures.printedCoreMFRadical_closed GroupApproximation.ChainCore.CoreMFRadical.PrintedCoreMFRadical	Over $\F_2$, the MF radical is exactly the locally finite restriction kernel for $\GL_n$, $n\ge3$, and $\EL_n$, $n\ge4$, with LEF quotients.
58fcf9019fc9	249	Introduction		thm:headline	formalized	GroupApproximation.ChainCore.ChainCoreClosures.printedIntroductionAperiodicSentence_closed GroupApproximation.ChainCore.DynamicRankBudget.PrintedIntroductionAperiodicSentence GroupApproximation.ChainCore.DynamicRankBudget.printedIntroductionAperiodicSentence_of_openPieces GroupApproximation.ChainCore.DynamicRankBudget.printedIntroductionAperiodicSentence_of_budget	If $T$ is aperiodic, the same conclusion holds already for the unit group and for every elementary rank $n\ge2$.
d4c878a7ac22	263	Introduction	mainthm	thm:amenable-trace	formalized	GroupApproximation.Full.NM08.manuscriptAmenableNonquasidiagonalTraceCountable GroupApproximation.Full.NM08.PrintedAmenableNonquasidiagonalTraceCountable GroupApproximation.AmenableTraceTheorem.manuscriptAmenableNonquasidiagonalTrace	There is a sofic group $W=W_0\rtimes\mathbb Z$, with $W_0$ locally residually finite, that is not MF\@.
cd72291264e4	263	Introduction	mainthm	thm:amenable-trace	formalized	GroupApproximation.AmenableTraceTheorem.manuscriptAmenableNonquasidiagonalTrace	The canonical trace on $C^*_{\max}(W_0)$ is quasidiagonal, and the canonical trace on $C^*_{\max}(W)$ is amenable and not quasidiagonal.
a3db1a0910d5	270	Introduction		thm:amenable-trace	structural		Section~\ref{sec:amenable-nonqd} constructs $W$ from the affine group $\mathbb Z^3\rtimes\mathrm{SL}_3(\mathbb Z)$ and Clifford lamps.
f969236a73d8	270	Introduction		thm:amenable-trace	formalized	GroupApproximation.AmenableTraceTheorem.manuscriptWSoficFromLocallyRFExtension	The group $W$ is sofic because locally residually finite groups are sofic and soficity passes to extensions with amenable quotient~\cite[Theorem~1]{ElekSzabo}.
a96c09324a87	270	Introduction		thm:amenable-trace	formalized	GroupApproximation.Manuscript.NonMFSentences.AmenableTraceAnswersProblemX.manuscriptSentence_amenableTraceAnswersProblemX1 GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptSentence_maximalCStarWNotNuclear GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptMaximalCStarNotNuclearOfNotAmenable GroupApproximation.LanceMaximal.isAmenable_of_isNuclearCStarAlgebra_maximalGroupCStar GroupApproximation.WitnessGroupNonamenable.witnessGroup_not_isAmenable	The trace answers the question of Brown~\cite[discussion preceding Proposition~3.5.1]{Brown} and of Schafhauser, Tikuisis and White~\cite[Problem~X(1)]{STW} whether every amenable trace is quasidiagonal. Tikuisis, White, and Winter proved that faithful traces on separable nuclear $C^*$-algebras satisfying the universal coefficient theorem are quasidiagonal~\cite{TWW}; here $C^*_{\max}(W)$ is not nuclear, since $W$ is not amenable.
c4870fed3d2b	270	Introduction		thm:amenable-trace	formalized	GroupApproximation.AmenableTraceTheorem.manuscriptAmenableNonquasidiagonalTrace	The canonical trace of $C^*_{\max}(W_0)$ is quasidiagonal, so the crossed product by $\mathbb Z$ destroys quasidiagonality of the canonical trace.
2a97fb901bad	270	Introduction		thm:amenable-trace	formalized	GroupApproximation.Full.NM09.manuscriptSentence_korchaginDirectLimit GroupApproximation.Full.NM09.PrintedKorchaginDirectLimitSentence GroupApproximation.Full.NM09.shiftKernel_isDirectLimitOfResiduallyFinite GroupApproximation.Full.NM09.isOperatorMF_of_isDirectLimitOfResiduallyFinite GroupApproximation.Full.NM09.IsDirectLimitOfResiduallyFinite GroupApproximation.AmenableTraceTheorem.manuscriptShiftKernelIsOperatorMF	Since $W_0$ is a direct limit of residually finite groups, it is MF~\cite[Corollary~10 and Proposition~13]{Korchagin}.
cd3ea932e46a	270	Introduction		thm:amenable-trace	formalized	GroupApproximation.AmenableTraceTheorem.manuscriptMFNotClosedUnderIntSemidirect	So MF groups are not closed under semidirect products with $\mathbb Z$, which answers a question of Korchagin~\cite[remark following Proposition~12]{Korchagin}.
80279f06992b	294	Introduction		thm:amenable-trace	formalized	GroupApproximation.Full.NM14.printedIntroExamplesTorsionAllCharacteristics_closed GroupApproximation.Manuscript.NonMFSentences.IntroExamplesTorsion.printedIntroExamplesTorsionAllCharacteristics GroupApproximation.Manuscript.NonMFSentences.IntroExamplesTorsion.PrintedIntroExamplesTorsionAllCharacteristics GroupApproximation.Manuscript.NonMFSentences.IntroExamplesTorsion.manuscriptIntroExamplesTorsion GroupApproximation.IdempotentSwap.exists_isOfFinOrder_ne_one_of_orthogonalIsometries GroupApproximation.IdempotentSwap.exists_isOfFinOrder_ne_one_of_isometry	Every example above has torsion, and in the lamp construction the obstruction is itself a torsion element.
abb56744db26	294	Introduction		thm:amenable-trace	partial	GroupApproximation.Manuscript.NonMF.TorsionFreeGreendlingerLeaf.printedTorsionFreeTheorem_of_greendlinger GroupApproximation.Manuscript.NonMF.TorsionFreePrinted.PrintedTorsionFreeTheorem	The last group has none.
