key	line	end	section	env	label	status	decls	sentence
07b2f0f25b63	564	567	LEF groups	proof	lem:host	definition	GroupApproximation.Full.SK10.lamplighterModelMatrices GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_modelMatrices	Let $D_n(f)$ be the diagonal matrix on $\F_2^{Y_n}$ with entry $f(y\circ\sigma_n)$ at $y$, let $P_\xi$ be the permutation matrix of $p_\xi$, and put $\varphi_n(\sum_\xi f_\xi u_\xi)=\sum_\xi D_n(f_\xi)P_\xi$.
cdb7675d1521	567	568	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterModelMapAsymptoticHom GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelMatrices GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelPerm_mul_modelDiag_mul_inv	For fixed $f$ and $\xi$ and large $n$,
ba51377f43f6	569	571	LEF groups	display	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterModelMapAsymptoticHom GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelMatrices GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelPerm_mul_modelDiag_mul_inv GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelPerm_mul_modelDiag	[display] P_\xi D_n(f)P_\xi^{-1}=D_n(f\circ\xi^{-1}),
52b4631053f0	572	573	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterModelMapAsymptoticHom GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_modelMapAsymptoticHom	so for fixed $r,r'\in R_\Delta$ and large $n$, $\varphi_n$ is additive and multiplicative on $r,r'$, and $\varphi_n(1)=I$.
96f0f64d19c7	573	577	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterModelGeneratorsGenerate GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_modelGeneratorsGenerate	The conjugates of $D_n(e_U)$ by products of the $P_\xi$ with $\xi$ in the generating set are the coordinate functions of $Y_n$, and the conjugates of $P_z$ are the translations by the $1_q$, so the images of the generators generate $M_{2^{|Q'_n|}}(\F_2)$.
0be755102247	577	578	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.generalTheoremApplies GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_generalTheoremApplies	Therefore Theorem~\ref{thm:general} applies to $R_\Delta$.
66cb283340f3	580	581	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterCommutatorContainment GroupApproximation.Full.SK10.hostLemma GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.printedLEFDiagonalEmbedding GroupApproximation.SimpleKazhdanSofic.lefDiagonalHom_injective GroupApproximation.SimpleKazhdanSofic.lefDiagonalHom_val GroupApproximation.SimpleKazhdanSofic.Lamplighter.unitHom_injective	Finally, $\xi\mapsto\operatorname{diag}(u_\xi,1,1)$ is an injective homomorphism $\Lambda\to\GL_3(R_\Delta)$.
69f426d03d8f	581	585	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterCommutatorContainment GroupApproximation.Full.SK10.hostLemma GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.printedLEFDiagonalIdentities GroupApproximation.SimpleKazhdanSofic.printedLEFDiagonalEmbedding GroupApproximation.SimpleKazhdanSofic.lefDiagonalHom_commutator_le GroupApproximation.SimpleKazhdanSofic.Lamplighter.exists_commutator_embedding	It maps $[\Lambda,\Lambda]$ into $G_\Delta$, since over $\F_2$ every unit $v$ satisfies $\operatorname{diag}(v,v^{-1},1)=e_{12}(v)e_{21}(v^{-1})e_{12}(v)\,e_{12}(1)e_{21}(1)e_{12}(1)$, and the product of these matrices for $v=v_1$, $v_2$ and $(v_2v_1)^{-1}$ is $\operatorname{diag}(v_1v_2v_1^{-1}v_2^{-1},1,1)$.
b8360e2893c5	585	586	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK10.lamplighterCommutatorContainment GroupApproximation.Full.SK10.hostLemma GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_commutatorContainment	As $\Delta\le\Lambda$, the group $[\Lambda,\Lambda]$ contains $[\Delta,\Delta]$.
a00a82b53387	589	592	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK12.manuscriptSentence_limitsAndSubgroupsLEF GroupApproximation.Full.SK12.isTextbookLEF_of_isPrintedHost GroupApproximation.Full.SK12.isTextbookLEF_of_injective GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_markedLimitsLEF	[Proof of Corollary~\ref{cor:host} and of the first statement of Corollary~\ref{cor:lef}] Limits of finite groups in the space of marked groups are LEF, and so are their subgroups.
6e7b67de6b16	592	594	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK12.corHost_countableLEFSubgroupOfHost GroupApproximation.Full.SK09.lemmaNN GroupApproximation.Full.SK10.hostLemma GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_countableLEFSubgroupOfHost	Conversely, by Lemmas~\ref{lem:nn} and~\ref{lem:host} every countable LEF group is a subgroup of a group $G_\Delta$ as in the corollaries.
e6ac216a5107	594	597	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK12.corHost_familyEmbedsIffLEFCountableClasses GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.restrictedSumLEFStatement GroupApproximation.SimpleKazhdanSofic.restrictedSum GroupApproximation.SimpleKazhdanSofic.countable_restrictedSum GroupApproximation.SimpleKazhdanSofic.isLEF_restrictedSum GroupApproximation.SimpleKazhdanSofic.printedLEFFamilyHost	For the second statement of Corollary~\ref{cor:host}, apply the first to the restricted direct sum of representatives of countably many isomorphism classes of finitely generated LEF groups, which is a countable LEF group, as finite subsets lie in finite products.
4d817ab1caf8	597	598	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK12.corHost_familyEmbedsIffLEFCountableClasses GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_countableFGSubgroups	Conversely, a countable group has countably many finitely generated subgroups.
2d01550af9b2	598	600	LEF groups	proof	lem:host	formalized	GroupApproximation.Full.SK12.corHost_familyEmbedsIffLEFCountableClasses GroupApproximation.Full.SK12.corHost_recursivelyPresentedInstances GroupApproximation.Full.SKRoot.lem_host GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_recursivelyPresentedHost	The last statement of Corollary~\ref{cor:host} follows, as there are countably many recursive presentations.
210e288644f3	606	608	The word problem of the host	lemma	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SK11.halflineA_solvable GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineEmbedding GroupApproximation.SimpleKazhdanSofic.HalflineA.turingReducible_wordProblemOracle_levelGen	\textup{(a)} Every finitely generated LEF group $\Gamma$ is a subgroup of $[\Delta,\Delta]$ for an infinite finitely generated LEF group $\Delta$ whose word problem is Turing reducible to that of $\Gamma$.
fb18060da264	609	610	The word problem of the host	lemma	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SK11.halflineB_solvable GroupApproximation.Full.SK11.lamplighterHostSolvableWP GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.Lamplighter.printedLamplighterAffineSolvableWordProblem GroupApproximation.SimpleKazhdanSofic.LamplighterWP.manuscriptSentence_halflineHostWordProblemReduction GroupApproximation.SimpleKazhdanSofic.LamplighterWP.hostProof	\textup{(b)} The word problem of $G_\Delta$ is Turing reducible to that of $\Delta$.
be97e9907f0e	614	615	The word problem of the host	proof	lem:halfline	structural	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineEmbedding	Let $\Gamma$ be a finitely generated LEF group, generated by a finite set $E$.
1e63a01e1e56	615	616	The word problem of the host	proof	lem:halfline	attribution	GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.LevelShiftDelta.levelDelta	We use a half-line form of the Neumann--Neumann construction, which Darbinyan used to preserve solvable word problems~\cite{Darbinyan15}.
f4530e72badf	616	619	The word problem of the host	proof	lem:halfline	definition	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.LevelShiftDelta.levelShift GroupApproximation.LevelShiftDelta.levelMul	On $\Gamma\times\Z$, whose second coordinate is the level, let $\beta$ raise the level by $1$, and let $h_\gamma$ multiply the first coordinate from the left by $\gamma$ on the levels $m\ge0$.
6ca89f8e4ff1	619	622	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.LevelShiftDelta.commutator_levelShift_levelMul GroupApproximation.LevelShiftDelta.levelDelta GroupApproximation.LevelShiftDelta.infinite_levelDelta GroupApproximation.LevelShiftDelta.exists_levelZeroEmbedding	Then $[\beta,h_\gamma]$ multiplies the level $0$ by $\gamma^{-1}$, so $\Delta=\langle\beta,h_\gamma:\gamma\in E\rangle$ is infinite and $\Gamma\le[\Delta,\Delta]$.
7fe7b7d648f7	622	622	The word problem of the host	proof	lem:halfline	structural	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineLevelNormalForm	Let $\lambda\ge1$.
81e60da3ab32	622	625	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineLevelNormalForm	An element of $\Delta$ of length at most $\lambda$ is $f\beta^\ell$ with $|\ell|\le\lambda$, where $f$ multiplies the level $m$ from the left by an element $f(m)$ of length at most $\lambda$, with $f(m)=1$ for $m<-\lambda$ and $f(m)=f(\lambda)$ for $m>\lambda$.
ef4082fc740e	625	630	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline	Let $\psi$ map the ball of radius $2\lambda$ of $\Gamma$ injectively into a finite group $Q$, preserving the products that stay in it, and let $\theta$ be the isomorphism from $\{v\in Q^{[-3\lambda,3\lambda]}:v_{3\lambda-1}=v_{3\lambda}\}$ onto $\{v\in Q^{[-3\lambda,3\lambda]}:v_{-3\lambda}=1\}$ given by $\theta(v)_{-3\lambda}=1$ and $\theta(v)_m=v_{m-1}$ for $m>-3\lambda$.
419672af4c27	630	635	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline	The bijection $\kappa$ of $Q^{[-3\lambda,3\lambda]}$ given by $\kappa(x)_{-3\lambda}=x_{3\lambda-1}^{-1}x_{3\lambda}$ and $\kappa(x)_m=x_{m-1}$ for $m>-3\lambda$ satisfies $\kappa(vx)=\theta(v)\kappa(x)$ for $v$ in the domain of $\theta$, as $v_{3\lambda-1}=v_{3\lambda}$ cancels in the coordinate $-3\lambda$.
5043611f4d0d	635	639	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline	Let each $v\in Q^{[-3\lambda,3\lambda]}$ act on $Q^{[-3\lambda,3\lambda]}\times\Z/5\lambda$ by left multiplication on the first coordinate, and put $\zeta(x,i)=(\kappa(x),i+1)$, so that $\zeta v\zeta^{-1}=\theta(v)$ on the domain of $\theta$.
b4d347ea01a7	639	642	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline	As $f$ is trivial below $-\lambda$ and constant from $\lambda$ on, $\zeta^\ell(\psi(f(m)))_m\zeta^{-\ell}=(\psi(f(m-\ell)))_m$ for $|\ell|\le\lambda$.
20cd8bd5a5e9	642	645	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline	So $f\beta^\ell\mapsto(\psi(f(m)))_{|m|\le3\lambda}\,\zeta^\ell$ preserves the products that stay in the ball of radius $\lambda$, and it is injective there, as $5\lambda>2\lambda$ and $f$ is determined by its values for $|m|\le3\lambda$.
12a3a964a4e0	645	645	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineDeltaIsLEF	Therefore $\Delta$ is LEF.
86b1b005fc2a	647	650	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA_solvable GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.LevelShiftDelta.shiftPair GroupApproximation.LevelShiftDelta.hLetters GroupApproximation.LevelShiftDelta.valueWord GroupApproximation.LevelShiftDelta.isLevelForm_gValue GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_shiftPair GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_hLetters GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_valueWordAt	From a word in the $\beta^{\pm1}$ and $h_\gamma^{\pm1}$ one computes the exponent sum $\ell$ of $\beta$, the levels where $f$ changes, namely the exponent sums of $\beta$ before the letters $h_\gamma^{\pm1}$, and the values of $f$ there as words in $E$.
0b12bb409f63	650	652	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineA_solvable GroupApproximation.Full.SK11.halflineA GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineDeltaWordProblem	It is trivial if and only if $\ell=0$ and these values are trivial in $\Gamma$, so the word problem of $\Delta$ is Turing reducible to that of $\Gamma$.
683079e32788	652	652	The word problem of the host	proof	lem:halfline	structural	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineEmbedding	This proves~(a).
3c71f1b21217	654	657	The word problem of the host	proof	lem:halfline	formalized	GroupApproximation.Full.SK11.halflineB GroupApproximation.Full.SKRoot.lem_halfline GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineLambdaWordProblem	For~(b), an element $x\mapsto\delta x+c$ of $\Lambda$ is given by a word for $\delta$ and words for the points of $\operatorname{supp}c$, so an oracle for the word problem of $\Delta$ decides equality in $\Lambda$ and computes the values of $c$.
