META 7 57 1,1,2,1
CELL 0 1 24
STAB 2 2 1 1,10,3,11,9,6,7,8,5,2,4,13,12,36,26,27,17,47,38,20,43,48,46,33,34,15,16,54,53,37,45,39,24,25,40,14,30,19,32,35,41,42,21,51,31,23,18,22,50,49,44,56,29,28,57,52,55
STAB 2 2 1 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
STAB 2 2 1 6,9,1,10,4,3,7,20,11,5,2,16,27,38,13,26,8,39,25,17,24,43,47,48,36,12,15,30,31,50,40,23,22,14,53,19,49,34,46,29,41,42,33,57,35,18,32,21,54,28,55,44,45,37,56,51,52
STAB 2 2 1 6,5,1,2,11,3,7,20,4,9,10,27,16,19,12,15,8,32,34,17,33,21,18,22,14,13,26,37,45,49,35,46,48,36,29,38,50,25,23,53,41,42,24,55,40,47,39,43,28,54,57,51,31,30,52,44,56
STAB 2 2 -1 6,11,3,10,5,1,7,20,9,4,2,27,16,38,26,13,17,47,36,8,48,43,39,24,25,15,12,45,37,53,54,46,33,34,50,19,29,14,23,49,42,41,22,55,28,32,18,21,40,35,57,56,30,31,44,52,51
STAB 2 2 -1 6,4,3,2,9,1,7,20,5,11,10,16,27,19,15,12,17,18,14,8,22,21,32,33,34,26,13,31,30,29,28,23,24,25,49,38,53,36,46,50,42,41,48,57,54,39,47,43,35,40,55,52,37,45,51,56,44
BOUND 2 2 1 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
BOUND 2 2 -1 6,4,3,2,9,1,7,20,5,11,10,16,27,19,15,12,17,18,14,8,22,21,32,33,34,26,13,31,30,29,28,23,24,25,49,38,53,36,46,50,42,41,48,57,54,39,47,43,35,40,55,52,37,45,51,56,44
BOUND 2 2 -1 3,2,1,5,4,6,7,17,11,10,9,15,26,34,12,27,8,32,19,20,21,33,46,48,36,13,16,35,49,45,37,18,22,14,28,25,31,38,47,54,42,41,43,56,30,23,39,24,29,53,52,51,50,40,57,44,55
BOUND 2 2 1 6,5,1,2,11,3,7,20,4,9,10,27,16,19,12,15,8,32,34,17,33,21,18,22,14,13,26,37,45,49,35,46,48,36,29,38,50,25,23,53,41,42,24,55,40,47,39,43,28,54,57,51,31,30,52,44,56
BOUND 2 2 -1 1,5,6,11,2,3,7,8,10,9,4,12,13,36,27,26,20,46,34,17,33,48,47,43,38,16,15,29,28,40,50,32,21,19,37,14,35,25,39,30,42,41,24,44,49,18,23,22,45,31,51,57,54,53,56,55,52
BOUND 2 2 1 3,11,6,5,10,1,7,17,2,4,9,26,15,34,27,12,20,46,36,8,48,33,32,21,19,16,13,50,40,28,29,47,43,38,45,25,54,14,18,31,41,42,22,52,53,39,23,24,37,30,56,57,35,49,51,55,44
CELL 3 1 24
STAB 3 1 -1 2,1,7,4,5,6,3,10,9,8,12,11,13,16,15,14,21,22,20,19,17,18,23,25,24,37,32,29,28,30,31,27,34,33,36,35,26,41,40,39,38,43,42,47,46,45,44,49,48,51,50,53,52,55,54,57,56
STAB 3 1 -1 2,8,7,12,9,6,3,10,5,1,4,13,11,35,37,32,21,44,41,19,42,49,45,34,33,15,14,55,52,26,46,40,25,24,39,16,30,20,27,36,38,43,17,50,31,23,22,18,51,48,47,57,28,29,56,53,54
STAB 3 1 1 2,9,6,4,8,7,3,10,1,5,12,13,11,16,14,15,19,23,24,21,25,18,22,17,20,32,37,52,55,36,48,40,42,41,30,35,39,33,27,26,43,38,34,50,51,44,45,49,31,46,47,54,29,28,53,56,57
STAB 3 1 1 2,5,6,12,1,7,3,10,8,9,4,11,13,35,32,37,19,45,33,21,34,49,44,42,41,14,15,28,29,39,51,27,17,20,26,16,36,24,40,30,43,38,25,47,48,22,23,18,46,31,50,56,55,52,57,54,53
STAB 3 1 -1 1,5,6,11,2,3,7,8,10,9,4,12,13,36,27,26,20,46,34,17,33,48,47,43,38,16,15,29,28,40,50,32,21,19,37,14,35,25,39,30,42,41,24,44,49,18,23,22,45,31,51,57,54,53,56,55,52
STAB 3 1 -1 1,9,6,4,10,3,7,8,2,5,11,13,12,14,16,15,20,23,25,17,24,22,18,21,19,27,26,53,54,35,49,39,43,38,30,36,40,34,32,37,42,41,33,51,50,47,46,48,31,45,44,55,28,29,52,57,56
STAB 3 1 1 1,10,3,11,9,6,7,8,5,2,4,13,12,36,26,27,17,47,38,20,43,48,46,33,34,15,16,54,53,37,45,39,24,25,40,14,30,19,32,35,41,42,21,51,31,23,18,22,50,49,44,56,29,28,57,52,55
STAB 3 1 1 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
STAB 3 1 1 5,1,7,11,2,3,6,9,10,8,12,4,13,26,27,36,33,48,17,34,20,46,47,38,43,35,32,28,29,40,50,15,19,21,14,37,16,42,30,39,25,24,41,23,18,49,44,45,22,51,31,54,57,56,53,52,55
STAB 3 1 1 5,8,7,12,10,3,6,9,2,1,11,13,4,37,35,32,33,44,42,34,41,45,49,19,21,27,36,56,57,16,18,30,38,43,39,26,40,17,15,14,25,24,20,31,50,47,48,46,51,22,23,52,29,28,55,54,53
STAB 3 1 -1 5,10,3,11,8,7,6,9,1,2,12,13,4,26,36,27,34,47,43,33,38,46,48,20,17,32,35,57,56,14,22,30,41,42,40,37,39,21,15,16,24,25,19,31,51,44,49,45,50,18,23,53,28,29,54,55,52
STAB 3 1 -1 5,2,3,12,1,7,6,9,8,10,11,4,13,37,32,35,34,49,21,33,19,45,44,41,42,36,27,29,28,39,51,15,20,17,16,26,14,43,30,40,24,25,38,23,22,48,47,46,18,50,31,55,56,57,52,53,54
STAB 3 1 -1 8,9,6,13,2,3,7,1,10,5,12,4,11,39,40,30,41,31,25,42,24,51,50,43,38,35,37,55,52,27,47,14,21,19,15,32,16,34,36,26,17,20,33,22,18,49,45,44,23,46,48,53,56,57,54,29,28
STAB 3 1 -1 8,5,6,12,10,3,7,1,2,9,13,11,4,32,35,37,41,45,34,42,33,44,49,21,19,40,30,57,56,16,18,36,43,38,26,39,27,25,14,15,17,20,24,48,47,50,31,51,46,23,22,29,52,55,28,53,54
STAB 3 1 1 8,10,3,13,5,6,7,1,9,2,12,11,4,39,30,40,42,50,38,41,43,51,31,24,25,37,35,56,57,15,23,36,33,34,27,32,26,19,14,16,20,17,21,48,46,45,49,44,47,18,22,54,55,52,53,28,29
STAB 3 1 1 8,2,3,12,9,6,7,1,5,10,13,4,11,32,37,35,42,49,19,41,21,44,45,33,34,30,40,52,55,26,46,14,24,25,16,39,15,38,36,27,20,17,43,22,23,31,50,51,18,47,48,28,57,56,29,54,53
STAB 3 1 1 9,8,7,13,2,3,6,5,10,1,4,12,11,30,40,39,24,51,42,25,41,31,50,38,43,16,14,52,55,27,47,37,19,21,32,15,35,17,26,36,34,33,20,45,49,18,22,23,44,48,46,56,53,54,57,28,29
STAB 3 1 1 9,1,7,4,10,3,6,5,2,8,13,11,12,15,16,14,24,22,17,25,20,23,18,19,21,40,39,54,53,35,49,26,38,43,36,30,27,42,37,32,34,33,41,46,47,50,51,31,48,44,45,28,55,52,29,56,57
STAB 3 1 -1 9,10,3,13,1,7,6,5,8,2,4,11,12,30,39,40,25,50,43,24,38,31,51,41,42,14,16,53,54,32,44,26,20,17,27,15,36,21,37,35,33,34,19,46,48,22,18,23,47,49,45,57,52,55,56,29,28
STAB 3 1 -1 9,2,3,4,8,7,6,5,1,10,13,12,11,15,14,16,25,18,21,24,19,23,22,20,17,39,40,55,52,36,48,37,41,42,35,30,32,43,26,27,33,34,38,45,44,51,50,31,49,47,46,29,54,53,28,57,56
STAB 3 1 -1 10,8,7,13,5,6,3,2,9,1,11,12,4,40,30,39,43,51,41,38,42,50,31,25,24,26,36,57,56,15,23,35,34,33,32,27,37,20,16,14,19,21,17,49,45,46,48,47,44,22,18,55,54,53,52,29,28
STAB 3 1 -1 10,1,7,11,9,6,3,2,5,8,13,4,12,27,26,36,43,48,20,38,17,47,46,34,33,30,39,53,54,37,45,16,25,24,14,40,15,41,35,32,19,21,42,18,23,31,51,50,22,44,49,29,56,57,28,55,52
STAB 3 1 1 10,9,6,13,1,7,3,2,8,5,11,4,12,40,39,30,38,31,24,43,25,50,51,42,41,36,26,54,53,32,44,16,17,20,15,27,14,33,35,37,21,19,34,18,22,48,46,47,23,45,49,52,57,56,55,28,29
STAB 3 1 1 10,5,6,11,8,7,3,2,1,9,13,12,4,27,36,26,38,46,33,43,34,47,48,17,20,39,30,56,57,14,22,35,42,41,37,40,32,24,16,15,21,19,25,49,44,51,31,50,45,23,18,28,53,54,29,52,55
BOUND 3 1 1 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
BOUND 3 1 -1 1,5,6,11,2,3,7,8,10,9,4,12,13,36,27,26,20,46,34,17,33,48,47,43,38,16,15,29,28,40,50,32,21,19,37,14,35,25,39,30,42,41,24,44,49,18,23,22,45,31,51,57,54,53,56,55,52
BOUND 3 1 1 5,1,7,11,2,3,6,9,10,8,12,4,13,26,27,36,33,48,17,34,20,46,47,38,43,35,32,28,29,40,50,15,19,21,14,37,16,42,30,39,25,24,41,23,18,49,44,45,22,51,31,54,57,56,53,52,55
BOUND 3 1 -1 5,10,3,11,8,7,6,9,1,2,12,13,4,26,36,27,34,47,43,33,38,46,48,20,17,32,35,57,56,14,22,30,41,42,40,37,39,21,15,16,24,25,19,31,51,44,49,45,50,18,23,53,28,29,54,55,52
BOUND 3 1 -2 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
BOUND 3 1 2 2,1,7,4,5,6,3,10,9,8,12,11,13,16,15,14,21,22,20,19,17,18,23,25,24,37,32,29,28,30,31,27,34,33,36,35,26,41,40,39,38,43,42,47,46,45,44,49,48,51,50,53,52,55,54,57,56
BOUND 3 1 -2 2,5,6,12,1,7,3,10,8,9,4,11,13,35,32,37,19,45,33,21,34,49,44,42,41,14,15,28,29,39,51,27,17,20,26,16,36,24,40,30,43,38,25,47,48,22,23,18,46,31,50,56,55,52,57,54,53
BOUND 3 1 -2 2,9,6,4,8,7,3,10,1,5,12,13,11,16,14,15,19,23,24,21,25,18,22,17,20,32,37,52,55,36,48,40,42,41,30,35,39,33,27,26,43,38,34,50,51,44,45,49,31,46,47,54,29,28,53,56,57
