coordinate qsharp lift
34 32278142433621987280124383212377592183040854076641152181624579296162492390431225072998735053883154345635739905097/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
35 5873781342583800741210180576148409452903481514335831926585428014001206201273281421938956577398185177485449392263/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
36 2681154830607236854479440430081155127883107934599492244893105564556978685902235546513467518820619327142423378193/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
37 -1362229765798596477647045263941422669231632860148141997487093080938815114293695769673114974637540555081803650187/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
38 -12778948721911415461007242266261821153560050508137123392924591101083101099030905926635401363390161546954198338387/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
39 18287757867965482403865787793335774915267496566098857691037502184149394086110207414313597740801074630614286840565/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
40 -23834938045400087431331361878912855515998873496008982943202888535771163991739628470069893793334710766389986681510/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
41 -5672833832653020790772206469241502133098707042296541225362909275857553212650237560704281428114964581562454812841/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -1
42 67952653151287171373431782262739720990632225319080096657457975319148052937953657823496658213772755329422249471/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
43 3366316583583857391583623489402722198492974895589539792376684181058229700239474804841908707387161158575396008070/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
44 -17817173685083851823740788482121440141012412243146609492771004191607445482884321260907268199314862605140735217845/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
45 18469031262965648364532628060463833363927885734240707056310115435311143242783213122524908224207852272516903586759/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
46 14785351918716574162438795792445117409786914276575556216726304804054001632581109546306534566789486817108542465239/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
47 21737736410783881784820640686425315184644560950050384044240691650444588382596463462379027632240426169520552120003/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
48 -2312845911481931989488376466748031600263014808550411156296475231248506998053117581880763654391599891551500031933/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
49 22484419920510199260416109172274543330579962910352375705238356787723832977167828280237118755368514241118936428214/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
50 14177580624827096977461980332891005769700157973178072023733200523825357180595158703555587688289636919403380918597/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
51 -42082981515622818142771668610525179083248061872434833443091096709660614300138736490184521897165726567235464760653/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
52 -50238003645704410426561536773064922774738947092208861262233170246592910382466047628678324113960715421393983074429/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
53 -9457348659542617594110448079795169866010320769020792390803675159567262870828551170659231807820661821460577769811/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
54 -7064171341564714566495657181043872277841100951800589069402438821884975745956591770522243780820476527716969879704/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
55 -49302493555373796714376756015053314595212730577689796273389667606909562715269816729053101782293813853320333150637/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
56 -8003180295515720875470515434388349718264170864120354029564390474747754829237705271119877676699147898526795668260/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
57 7413336922194665525937290376881240578161704617989714149304650523921720772916207401893071695569205429719696841197/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
58 37192703741227734789309045879565199586397006935420478325267716584180311382022382054670599242775667907837576573217/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
59 -15809188009814775166889214787495397580110434271796737871997304350270636405627607477872313740980914590508123797463/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
60 5666183797431561303419683579000232744421850019239123940441477139093390583066616457268842557290700296374462347657/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
61 34544945943055839819305758489238749170538702825316026565552951899487922190358119793722079012759202749868245994587/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
62 -16892728595065003046029413678655234248918193682315363785047758102071656011915558173703630867855522824232727035586/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
63 24569409180698204341153116280063964680334460409915707151455437772468694029088331301815738946085175505311311443645/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
64 -1035256932890805108198726579900414086350841408733952035972146524057893916663357309802987856627048910303206276746/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
65 -17517573659816483072036479884381479868783458013166655199186231495948608804312229274860384392610061964003156276575/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
66 -5715330853558642858229691574275595921499909357173545223688486818931664376453442727323554236236499455268157855340/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
67 30178090405487555307178835045670206168671610542799803764263488193924831295501921336395363756971776519503341287973/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
68 22096683990712223834474701990259138506840978753116637797928459441171494891471047896457626541717564258009673759752/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
69 40317420270328671025435787396176280771504694247496900943969256469346915754125455636355317403092856436000461724405/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
70 2245221499340060501719110420572681980384056527501017645998988594590387089976774779479311942681497381796077631807/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
71 -18555822283316287772870550524600808530506360099302042332917000186954065642886353024528523188280921481656753417966/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
72 -28055507736455358120826804147289074156453942857028990286574033630176760686434801438883300861651940863500900561929/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
73 24735838885916850661612566191666715787702731717177600281297890177093461365668950828368935896630099257729054119607/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
74 -28160252122298575938340640774642896853987301875496180105238188420015156308969139460342407323487921775328093277712/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
75 -29947264161396957726884671153926145574355441320544920502542840527635352623576818138373760778553641454420592761289/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
76 -9535839677375908544334524245852115399641687299492798574734108132885286724067173746572402455245328789022832517583/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
77 3321189325253874038841221733813126208606990125252751665793014632880291571371765598517970893166654569595455820351/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
78 11155750104496863225278343460609953619107441758322212397545918438005202977278065621890352010939855474808831557164/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
79 -9510604444288286698605387993757201003151556020040072859750901435235378689100756089168013145968516638709795520023/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
80 8049332806563258878846289040053672333533192017738534456135206331405399615148514044132632164756034294926267695050/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
81 598267111914861688680757450180980733519599442276131065038498249688331396893537783168755894553321071353062309589/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
82 18971844217586357627318329474516356280708840722532373091053752227087791328977811383535006223027583376730668065367/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
83 -32499226288943978699939185065165423409525933000205029177523259540966465622437728458593597121715694999839646284847/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
84 -45941525859607210149974048447099546344031718268530223456216593689953956024865974430993925609116108589295244867481/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
85 47622585271453422880480499278008677522718587799274688305705736404080287800159601963077863526612894278020859683349/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
86 -4770838741937032592240232508472837272173570489822526376520436088296057543248075992662779027821734947982297797830/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
87 -23458646720858805459776486187527602513949622233893307763854787916884073631540424390844087357991690784285695732707/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
88 14034599985916300540101584008915763731323103736309717538457989857417783209565460858086798847231816757169044555089/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
89 -20991183661184427406288482564082954423521513396911511693079257603483192367276037126948263302750307363596193009497/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
90 23652389455720035021490412919904889452692442352439232045832112005733795160304782625918911921155606277819573338598/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
91 56084922255463411525851076497441909249347881539751367090226511094168345398722933820632746571794287569333688241071/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
92 -14472308598538979944615527930413483875272113266197857165116752790202885692172659987752009893616771032449520121140/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
93 -12791921152746517257485159943294884909896499007875100806918627743836074214178228908347645011483790505142557638237/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
94 -4476820414951652560049847629494932091266734233318489991114350072083855239494374563334628626399513997759199102149/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
95 -68664375470358079601113899345285884925137751016502306915434268062340519031602160913409615268816870815585916873903/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
96 76300376850616882415063153250782332382238192088385740533077963058966834073417714166617078117080847020266369643107/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
97 -21948315220319762915608018732943752271972730054340873150876314202930572485495510657129798096247741981966935504664/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
98 -12749454625248929702978353728595180854892652254385927205369262648826094427217504452357622047312377975101174772229/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
99 37942177336910626080381930450872104577164240501452512336724951895018198451289809712284493146204563098887705802137/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
100 -3475080868782964924200102896154626272018049406001313093558067734663942851529930431429278959469332808145420682877/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
101 13153323839255822604173455179233115640638945056584594388534365828517307543433380874877970209433393861785065436901/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
102 25638457234432592045712672446702860185741873235041197558754523175643924710953965851379309964964383408397265732269/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
103 9453615096562106376498680768463381926628876591150591309659110034469530048769224543579107487564907320786276142731/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
104 32725395659985445097423782868874073110742456271885605120842333079278947621437129350159327886161440360732314525739/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
105 31577892941178635681538802638824457228322044908600489898402888135343437738742601809054455438809621158367576817955/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
106 17499432550836292735655849481368072540886353399050396469032147418459938178591718072604539673036941979755695212913/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
107 -14746052932046524424205858501771784417187429859891027402654130022723740368883698484823942834522774597740683142939/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
108 -12858123706231427732331414450035390721404392500201957935640626762955244775886711741187749851954875920758401563013/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
109 2777263926023231622788084395522691647088719479733834783772933504636650849859675432693605417363664706379669990148/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
110 14611030031785323075426255321844767319275610626726842339825296185350978376039919713944453344694932074942470573107/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
111 -7050005914464205896851966629723987745231913829350385591974310625216894962062316982733922336046218078522090257648/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
112 6221016478221921669051469195400761066565344684308613629362401449131510088982046369597146440090201339157072056367/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
113 6739368728699396271168956950459412460207584688630641897397731042571895368630923507166019764012145764525739666250/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
114 31330307920787232612697944800835906657665281512349826627644359420992237213505618931274491930936497925440840831815/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
115 -12514965625040518392258945044719662054984960279804116067024239926366792687310792095131258890939865176714853030715/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
116 -15124812171972924274579251546520600477640647375165569914350090735163056054778303220022292149534988592463114477701/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
117 -8990954845606433760991795909027637364872848523637912948499551597792967371031464577904386487022401903969727992749/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
118 -2290225759453639979891514245048785799654206438247127191034645571533382549359022737837376460241248825180402303968/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
119 -5771077410577684539453036738412339494369940106741392122609369659148599735491317286530370880611019354268348154183/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
120 -18191560216704991956433557723598355975995815798170286904771901661173751560708003429989881417715154484306535546355/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
121 -1435601127319554532639294922172021202997985861782080301175540429401741814122658983864463746457119612522049139783/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
122 -26657318746530134071670759034211881311187330368909462516425505539829354908655913092891675116910546953856427028818/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
123 39222528780760139164693506205842415384952773939468186658979413456664095398827397408036756041264852485528729918165/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
124 -969921468466540696571125826861726518888146244671446733973984211992791267231025738690390756207966707568590774521/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
125 20741493390830353323272078613397647392909590601244567501668296420935693583025332909227120407728779586185425385326/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
126 -12170186095450749343977999004324078441017120436303182488156245527252479641920510299395565570210807261702948684159/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
127 -27679613759390230313491160045668973951229526865234357780648117653309436023084234607681308409694730422924709564051/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
128 13371334171480611354365551130973853542996554641107734579436350114236390196421280084951691668317841443496298471682/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
129 -7236093619344471484549279295563427399611590987570151869408282535782084148214297972433610841603172108836305789521/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
130 18011520917483905253650604368128432194947669706322863475214975618545644747601277871438654033333302211490355669656/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
131 53870894253435096045422164014037075552061373399406294252821534410513513345538212452756594030482378651459163514827/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
132 -20404953612356046759676783329503198211499574192582149373935680424640842997099274471682111065779338422186783347815/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
133 -19136629228513590238086283962133603379175749672628422377362400882591379063782132585868132241834007376995115851227/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
134 7028958327279674138526721953360593490847716960719474272218082997806794898732939217043797070677304426215569255399/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
135 11099862892511463355383707384264444347455574532253506069370376924675072131849075435471415654417856787571151864013/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
136 -28668814492483128065817245226716110211520340526121036260684959896160613623139894555755531564577235965905976661092/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
137 -13732348808780584326243574088617924902466074504192697253393779083748002320711029148203415796073649111750777502167/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
138 10191393000407482616686329079346472900945781007730203093837147197473283954291442268738652113830117503016008562048/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
139 6636953007810326747294032851265234697037992971310573988185744803639296941718817408878456923820016149680727823975/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 1
140 6128798012574920402331636502879041262414683018741622265463354915617996057284450546850658012350650892546803016159/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
141 -29562410386018365023068922948851722031939541679636480529745441860911156369353970356345635355187704517474009976765/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
142 -4148779800382609397230401141296400161537352224783580045324620880644818795271506802504565489594563640227866338416/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
143 44363506967541941516579995232064231018210020547564078184708953321949934235811494963249340993587172333019635033957/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
144 -6833094680991866749773981859502244076325629367700789647894356875957350365463893397968525696183817305924759082037/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
145 -1030281437150382471752736274852230731100672693731463847499190514362397618866664593247015416237033549745420807601/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
146 -6916216313669312438281012106832101255332377080440177727441359611755505501721517259808414796791500600585863251855/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
147 794528821225044436258899692158492297157471885680138795539548787912100594138765897764174190921156341299238895757/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
148 -36720256409792132864449242799717702858043675468757394545578496270780916291523390594152410685646618581520443955253/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
149 5952999435018117790007088159368671485262379350344674705989450806367846832108053706538415007804129451439461569358/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
150 6882930690755101992020697025020959534730784257716467822789391158895606496415042626362780038331892964982961393587/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
151 -6882930690755101992020697025020959534730784257716467822789391158895606496415042626362780038331892964982961393587/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
152 0 0
153 -2494548007657586562545215961413426085077627870429275521313383672164784745270696882458462225473333124663952209685/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
154 6882930690755101992020697025020959534730784257716467822789391158895606496415042626362780038331892964982961393587/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
155 14590232966162185609114734201446180383076512523597103044621717477688346082719759812256912183571841128742948454719/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
156 -16808652798977314718995366390801628494333042775822963827616860776113476702895623664996620876365270447787431635473/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
157 1168061255890406311745936661668194813270032843048704571772509657408709499038854347751142480535129574494342675869/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
158 -1168061255890406311745936661668194813270032843048704571772509657408709499038854347751142480535129574494342675869/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
159 362886709774761277592164220262956275652747836904606104195057078578663753417397256847356553425048570580357149174/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
160 16808652798977314718995366390801628494333042775822963827616860776113476702895623664996620876365270447787431635473/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
161 16069993366153673389167718875786018498536802199846721018717346163246630295629517989726059662475065118987218769249/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
162 2038561083236713483502094044077769508486172221957221081042200748604379397381202461919125523641187815036341115757/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
163 1319417893988689086640644933038719679739413342850208279630723783787807689644643736639896964468692009270817832476/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
164 4664510857939972882140064835665511423474254005490607039794247860470475876239178773623071345538463645938478212833/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
165 -3522925324873421726628224350536765292096343904756218916189969544471360406812655230530367169307220876650293364922/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
166 3958175238546575312506303041741552639704413594210477170824815090069195355983829287614358690860249996921292584866/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
167 -2233206269286584788353649656433158538142733559338105593689049488480618625384226752013549056605144710690436781033/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
168 -5150351395277592065038810700660924903173715086412214125024448285459910952871359095466347463441153749360547761467/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
169 -10321511280181296490989772527313674790153804489554610632079838729080665149011825430222346689658994262511530672807/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
